GO No.,GO Date,GO Description,Issued by,Gazette Week Date,Pg No
2443/-1/348/2004,2006-10-12,Post-Martem and Medical,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,438
2433/265/XX(I)/Police/2005,2006-10-12,"Uttaranchal (UP Police Radio Subordinate Service rules 1982
( Amendment) Rules 2006",Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,436
"143,144/UHC/Admin.A/2006",2006-10-12,Regarding 5 years Completing Service in HJS cadre,V.K.Maheshwari(Registrar General),2006-11-04,140
146/UHC/Admin.A/2006,2006-10-18,Trying cases under the enactments specified in Schedule-II as Said Notification.,V.K.Maheshwari(Registrar General),2006-11-04,141
142/UHC/Admin.A/2006,2006-10-12,The following officers are here by confirmed in Uttaranchal Higher Judicial Service .,Joint Ragistrar(Joint Registrar),2006-11-04,139
884/XXIV/(6)/2006-3(21)/4,2006-10-12,Doon University Act 2005,S.Raju(Secretary),2006-11-04,442
"143,144/UHC/Admin.A/2006",2006-10-12,Regarding 5 years Completing Service in HJS cadre,V.K.Maheshwari(Registrar General),2006-11-04,140
146/UHC/Admin.A/2006,2006-10-18,Trying cases under the enactments specified in Schedule-II as Said Notification.,V.K.Maheshwari(Registrar General),2006-11-04,141
142/UHC/Admin.A/2006,2006-10-12,The following officers are here by confirmed in Uttaranchal Higher Judicial Service .,Joint Ragistrar(Joint Registrar),2006-11-04,139
2443/-1/348/2004,2006-10-12,Post-Martem and Medical,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,438
2433/265/XX(I)/Police/2005,2006-10-12,"Uttaranchal (UP Police Radio Subordinate Service rules 1982
( Amendment) Rules 2006",Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,436
2443/-1/348/2004,2006-10-12,Post-Martem and Medical,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,438
2433/265/XX(I)/Police/2005,2006-10-12,"Uttaranchal (UP Police Radio Subordinate Service rules 1982
( Amendment) Rules 2006",Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,436
884/XXIV/(6)/2006-3(21)/4,2006-10-12,Doon University Act 2005,S.Raju(Secretary),2006-11-04,442
884/XXIV/(6)/2006-3(21)/4,2006-10-12,Doon University Act 2005,S.Raju(Secretary),2006-11-04,442
2443/-1/348/2004,2006-10-12,Post-Martem and Medical,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,438
2433/265/XX(I)/Police/2005,2006-10-12,"Uttaranchal (UP Police Radio Subordinate Service rules 1982
( Amendment) Rules 2006",Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,436
8-9/E/XXXVI(I)/06-924,2006-10-09,Apoint Shri Khemraj Mishra Advocate as Notary for period Five Years.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,439
"143,144/UHC/Admin.A/2006",2006-10-12,Regarding 5 years Completing Service in HJS cadre,V.K.Maheshwari(Registrar General),2006-11-04,140
146/UHC/Admin.A/2006,2006-10-18,Trying cases under the enactments specified in Schedule-II as Said Notification.,V.K.Maheshwari(Registrar General),2006-11-04,141
142/UHC/Admin.A/2006,2006-10-12,The following officers are here by confirmed in Uttaranchal Higher Judicial Service .,Joint Ragistrar(Joint Registrar),2006-11-04,139
1012/XIX/06-145/2004,2006-09-18,Regarding Nomination Vigilance Committee.,Harish Chandra Joshi(Secretary),2006-11-04,443
2443/-1/348/2004,2006-10-12,Post-Martem and Medical,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,438
2433/265/XX(I)/Police/2005,2006-10-12,"Uttaranchal (UP Police Radio Subordinate Service rules 1982
( Amendment) Rules 2006",Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,436
818/XIV-1/2006,2006-10-10,Regarding Promotion to shri Hari Vilash Uprite,Dr.Ranveer Singh(Secretary),2006-11-04,444
2443/-1/348/2004,2006-10-12,Post-Martem and Medical,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,438
2433/265/XX(I)/Police/2005,2006-10-12,"Uttaranchal (UP Police Radio Subordinate Service rules 1982
( Amendment) Rules 2006",Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,436
1012/XIX/06-145/2004,2006-09-18,Regarding Nomination Vigilance Committee.,Harish Chandra Joshi(Secretary),2006-11-04,443
8-9/E/XXXVI(I)/06-924,2006-10-09,Apoint Shri Khemraj Mishra Advocate as Notary for period Five Years.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-04,439
"143,144/UHC/Admin.A/2006",2006-10-12,Regarding 5 years Completing Service in HJS cadre,V.K.Maheshwari(Registrar General),2006-11-04,140
146/UHC/Admin.A/2006,2006-10-18,Trying cases under the enactments specified in Schedule-II as Said Notification.,V.K.Maheshwari(Registrar General),2006-11-04,141
142/UHC/Admin.A/2006,2006-10-12,The following officers are here by confirmed in Uttaranchal Higher Judicial Service .,Joint Ragistrar(Joint Registrar),2006-11-04,139
619/XXVII(8)/vanija kar/2006,2006-11-03,Regarding Order Publication,Alok Kumar Jain(PRINCIPAL SECRETARY),2006-11-11,451
4297/II-2006-01(162)/03,2006-10-27,Promotion to post of JE to AE Irrigation Deptt.,Nrip Singh Napalchiyal(PRINCIPAL SECRETARY),2006-11-11,448
8-9-B/XXXVI(I)/06-20,2006-10-31,Notary Nominate to Shri Mahakar Singh Advocate Laksar Haridwar.(5 Years),Alok Kumar Verma(Additional Secretary),2006-11-11,453
619/XXVII(8)/vanija kar/2006,2006-11-03,Regarding Order Publication,Alok Kumar Jain(PRINCIPAL SECRETARY),2006-11-11,451
1408/XVII(1)/2006-258,2006-10-27,"Shri Kunwar Pranav Singh Champion Hon'ble MLA Laksar, as Chairman State Commission for Other Backward Classes for Period three years.",Vineeta Kumar(PRINCIPAL SECRETARY),2006-11-11,449
619/XXVII(8)/vanija kar/2006,2006-11-03,Regarding Order Publication,Alok Kumar Jain(PRINCIPAL SECRETARY),2006-11-11,451
2639/XX(1)/175/2001,2006-11-02,Regarding Fair area mentioned.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,450
2644/XX(i)/28/PPS/2005,2006-11-02,Name Change,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,451
871/XXVIII-5-2006-166/2005,2006-11-06,Name change,S.Raju(Secretary),2006-11-11,452
8-9-B/XXXVI(I)/06-20,2006-10-31,Notary Nominate to Shri Mahakar Singh Advocate Laksar Haridwar.(5 Years),Alok Kumar Verma(Additional Secretary),2006-11-11,453
871/XXVIII-5-2006-166/2005,2006-11-06,Name change,S.Raju(Secretary),2006-11-11,452
2639/XX(1)/175/2001,2006-11-02,Regarding Fair area mentioned.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,450
2644/XX(i)/28/PPS/2005,2006-11-02,Name Change,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,451
1408/XVII(1)/2006-258,2006-10-27,"Shri Kunwar Pranav Singh Champion Hon'ble MLA Laksar, as Chairman State Commission for Other Backward Classes for Period three years.",Vineeta Kumar(PRINCIPAL SECRETARY),2006-11-11,449
871/XXVIII-5-2006-166/2005,2006-11-06,Name change,S.Raju(Secretary),2006-11-11,452
4297/II-2006-01(162)/03,2006-10-27,Promotion to post of JE to AE Irrigation Deptt.,Nrip Singh Napalchiyal(PRINCIPAL SECRETARY),2006-11-11,448
2639/XX(1)/175/2001,2006-11-02,Regarding Fair area mentioned.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,450
2644/XX(i)/28/PPS/2005,2006-11-02,Name Change,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,451
1408/XVII(1)/2006-258,2006-10-27,"Shri Kunwar Pranav Singh Champion Hon'ble MLA Laksar, as Chairman State Commission for Other Backward Classes for Period three years.",Vineeta Kumar(PRINCIPAL SECRETARY),2006-11-11,449
871/XXVIII-5-2006-166/2005,2006-11-06,Name change,S.Raju(Secretary),2006-11-11,452
4297/II-2006-01(162)/03,2006-10-27,Promotion to post of JE to AE Irrigation Deptt.,Nrip Singh Napalchiyal(PRINCIPAL SECRETARY),2006-11-11,448
2639/XX(1)/175/2001,2006-11-02,Regarding Fair area mentioned.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,450
2644/XX(i)/28/PPS/2005,2006-11-02,Name Change,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,451
2639/XX(1)/175/2001,2006-11-02,Regarding Fair area mentioned.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,450
2644/XX(i)/28/PPS/2005,2006-11-02,Name Change,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,451
1408/XVII(1)/2006-258,2006-10-27,"Shri Kunwar Pranav Singh Champion Hon'ble MLA Laksar, as Chairman State Commission for Other Backward Classes for Period three years.",Vineeta Kumar(PRINCIPAL SECRETARY),2006-11-11,449
619/XXVII(8)/vanija kar/2006,2006-11-03,Regarding Order Publication,Alok Kumar Jain(PRINCIPAL SECRETARY),2006-11-11,451
2639/XX(1)/175/2001,2006-11-02,Regarding Fair area mentioned.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,450
2644/XX(i)/28/PPS/2005,2006-11-02,Name Change,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,451
619/XXVII(8)/vanija kar/2006,2006-11-03,Regarding Order Publication,Alok Kumar Jain(PRINCIPAL SECRETARY),2006-11-11,451
619/XXVII(8)/vanija kar/2006,2006-11-03,Regarding Order Publication,Alok Kumar Jain(PRINCIPAL SECRETARY),2006-11-11,451
8-9-B/XXXVI(I)/06-20,2006-10-31,Notary Nominate to Shri Mahakar Singh Advocate Laksar Haridwar.(5 Years),Alok Kumar Verma(Additional Secretary),2006-11-11,453
1096/XIX/06-105/2006,2006-09-23,"Promotion to Shri T.N. Uppadhyay,Dist,Food Officers",Harish Chandra Joshi(Secretary),2006-11-11,453
619/XXVII(8)/vanija kar/2006,2006-11-03,Regarding Order Publication,Alok Kumar Jain(PRINCIPAL SECRETARY),2006-11-11,451
2639/XX(1)/175/2001,2006-11-02,Regarding Fair area mentioned.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,450
2644/XX(i)/28/PPS/2005,2006-11-02,Name Change,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,451
2639/XX(1)/175/2001,2006-11-02,Regarding Fair area mentioned.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,450
2644/XX(i)/28/PPS/2005,2006-11-02,Name Change,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-11,451
1096/XIX/06-105/2006,2006-09-23,"Promotion to Shri T.N. Uppadhyay,Dist,Food Officers",Harish Chandra Joshi(Secretary),2006-11-11,453
619/XXVII(8)/vanija kar/2006,2006-11-03,Regarding Order Publication,Alok Kumar Jain(PRINCIPAL SECRETARY),2006-11-11,451
871/XXVIII-5-2006-166/2005,2006-11-06,Name change,S.Raju(Secretary),2006-11-11,452
8-9-B/XXXVI(I)/06-20,2006-10-31,Notary Nominate to Shri Mahakar Singh Advocate Laksar Haridwar.(5 Years),Alok Kumar Verma(Additional Secretary),2006-11-11,453
619/XXVII(8)/vanija kar/2006,2006-11-03,Regarding Order Publication,Alok Kumar Jain(PRINCIPAL SECRETARY),2006-11-11,451
871/XXVIII-5-2006-166/2005,2006-11-06,Name change,S.Raju(Secretary),2006-11-11,452
362/XXVII(6)/2006,2006-10-26,"Promotion to shri Mohan Ram Arya,Addl.Director",Radha Raturi(Secretary),2006-11-18,463
742/XXVII(8)/vanijya kar/2006,2006-10-12,Establishment of check post,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,458
"814,815,816,817/XXVII/(8)/Vanijya kar/06",2006-10-12,Amendment Notification Value Added tax Act 2005.,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,459
3912/VII-1-06/204/2004,2006-11-07,,Sanjeev Chopra (Secretary),2006-11-18,464
1031/XXXVI(1)/06-112-1/03,2006-10-23,,Smt.Indira Ashis(Secretary),2006-11-18,463
"1387,1388,/Ayukt Kar/2007",2006-08-02,Regarding Form Series UA VAT-F 2005 D No.000001,S.Ramaswami(Commissioner Tax Officer),2006-11-18,145
362/XXVII(6)/2006,2006-10-26,"Promotion to shri Mohan Ram Arya,Addl.Director",Radha Raturi(Secretary),2006-11-18,463
742/XXVII(8)/vanijya kar/2006,2006-10-12,Establishment of check post,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,458
"814,815,816,817/XXVII/(8)/Vanijya kar/06",2006-10-12,Amendment Notification Value Added tax Act 2005.,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,459
"1387,1388,/Ayukt Kar/2007",2006-08-02,Regarding Form Series UA VAT-F 2005 D No.000001,S.Ramaswami(Commissioner Tax Officer),2006-11-18,145
362/XXVII(6)/2006,2006-10-26,"Promotion to shri Mohan Ram Arya,Addl.Director",Radha Raturi(Secretary),2006-11-18,463
742/XXVII(8)/vanijya kar/2006,2006-10-12,Establishment of check post,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,458
"814,815,816,817/XXVII/(8)/Vanijya kar/06",2006-10-12,Amendment Notification Value Added tax Act 2005.,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,459
75/XXVIII-3-2005-4/2004,2005-02-11,Name Change,S.K.Das(PRINCIPAL SECRETARY),2006-11-18,458
3912/VII-1-06/204/2004,2006-11-07,,Sanjeev Chopra (Secretary),2006-11-18,464
1031/XXXVI(1)/06-112-1/03,2006-10-23,,Smt.Indira Ashis(Secretary),2006-11-18,463
75/XXVIII-3-2005-4/2004,2005-02-11,Name Change,S.K.Das(PRINCIPAL SECRETARY),2006-11-18,458
75/XXVIII-3-2005-4/2004,2005-02-11,Name Change,S.K.Das(PRINCIPAL SECRETARY),2006-11-18,458
75/XXVIII-3-2005-4/2004,2005-02-11,Name Change,S.K.Das(PRINCIPAL SECRETARY),2006-11-18,458
362/XXVII(6)/2006,2006-10-26,"Promotion to shri Mohan Ram Arya,Addl.Director",Radha Raturi(Secretary),2006-11-18,463
742/XXVII(8)/vanijya kar/2006,2006-10-12,Establishment of check post,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,458
"814,815,816,817/XXVII/(8)/Vanijya kar/06",2006-10-12,Amendment Notification Value Added tax Act 2005.,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,459
362/XXVII(6)/2006,2006-10-26,"Promotion to shri Mohan Ram Arya,Addl.Director",Radha Raturi(Secretary),2006-11-18,463
742/XXVII(8)/vanijya kar/2006,2006-10-12,Establishment of check post,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,458
"814,815,816,817/XXVII/(8)/Vanijya kar/06",2006-10-12,Amendment Notification Value Added tax Act 2005.,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,459
362/XXVII(6)/2006,2006-10-26,"Promotion to shri Mohan Ram Arya,Addl.Director",Radha Raturi(Secretary),2006-11-18,463
742/XXVII(8)/vanijya kar/2006,2006-10-12,Establishment of check post,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,458
"814,815,816,817/XXVII/(8)/Vanijya kar/06",2006-10-12,Amendment Notification Value Added tax Act 2005.,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,459
1031/XXXVI(1)/06-112-1/03,2006-10-23,,Smt.Indira Ashis(Secretary),2006-11-18,463
"471, 474 /06-XIX-2/145/2004",2006-11-01,,M.C.Uprati(Additional Secretary),2006-11-18,466
362/XXVII(6)/2006,2006-10-26,"Promotion to shri Mohan Ram Arya,Addl.Director",Radha Raturi(Secretary),2006-11-18,463
742/XXVII(8)/vanijya kar/2006,2006-10-12,Establishment of check post,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,458
"814,815,816,817/XXVII/(8)/Vanijya kar/06",2006-10-12,Amendment Notification Value Added tax Act 2005.,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,459
"1387,1388,/Ayukt Kar/2007",2006-08-02,Regarding Form Series UA VAT-F 2005 D No.000001,S.Ramaswami(Commissioner Tax Officer),2006-11-18,145
"471, 474 /06-XIX-2/145/2004",2006-11-01,,M.C.Uprati(Additional Secretary),2006-11-18,466
362/XXVII(6)/2006,2006-10-26,"Promotion to shri Mohan Ram Arya,Addl.Director",Radha Raturi(Secretary),2006-11-18,463
742/XXVII(8)/vanijya kar/2006,2006-10-12,Establishment of check post,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,458
"814,815,816,817/XXVII/(8)/Vanijya kar/06",2006-10-12,Amendment Notification Value Added tax Act 2005.,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,459
75/XXVIII-3-2005-4/2004,2005-02-11,Name Change,S.K.Das(PRINCIPAL SECRETARY),2006-11-18,458
1031/XXXVI(1)/06-112-1/03,2006-10-23,,Smt.Indira Ashis(Secretary),2006-11-18,463
362/XXVII(6)/2006,2006-10-26,"Promotion to shri Mohan Ram Arya,Addl.Director",Radha Raturi(Secretary),2006-11-18,463
742/XXVII(8)/vanijya kar/2006,2006-10-12,Establishment of check post,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,458
"814,815,816,817/XXVII/(8)/Vanijya kar/06",2006-10-12,Amendment Notification Value Added tax Act 2005.,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-11-18,459
75/XXVIII-3-2005-4/2004,2005-02-11,Name Change,S.K.Das(PRINCIPAL SECRETARY),2006-11-18,458
"5059, 5060 5061,5062 /30-1-200618(15)/2002",2006-09-28,Promotion to the post of Deputy Collector,Nrip Singh Napalchiyal(PRINCIPAL SECRETARY),2006-11-25,470
5332/X-1-2006-4(14)/2006,2006-10-10,Superniosions shri Lalit Kishore Tripathi,Om Prakash(Secretary),2006-11-25,477
756/V.S.153/2001,2006-09-20,,Mahesh Chandra(Secretary),2006-11-25,476
"5059, 5060 5061,5062 /30-1-200618(15)/2002",2006-09-28,Promotion to the post of Deputy Collector,Nrip Singh Napalchiyal(PRINCIPAL SECRETARY),2006-11-25,470
4587/II-06-01(46)/2005,2006-09-22,Retirement of 60 year complete,N.Ravi Shankar(PRINCIPAL SECRETARY),2006-11-25,470
543/XXXVI(1)/06,2006-10-06,"One Year Extention to shri Anant Kumar Jain, (Official Receiver) one year",Smt Indira Ashish(Secretary),2006-11-25,477
5332/X-1-2006-4(14)/2006,2006-10-10,Superniosions shri Lalit Kishore Tripathi,Om Prakash(Secretary),2006-11-25,477
3821/XX(4)-17/2006,2006-10-06,Uttaranchal (The United provinces fire service (Recruitment and conditions of Service Rule 1945- Amemdment Rules 2006.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-25,473
543/XXXVI(1)/06,2006-10-06,"One Year Extention to shri Anant Kumar Jain, (Official Receiver) one year",Smt Indira Ashish(Secretary),2006-11-25,477
3821/XX(4)-17/2006,2006-10-06,Uttaranchal (The United provinces fire service (Recruitment and conditions of Service Rule 1945- Amemdment Rules 2006.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-25,473
4587/II-06-01(46)/2005,2006-09-22,Retirement of 60 year complete,N.Ravi Shankar(PRINCIPAL SECRETARY),2006-11-25,470
1426/XXXVIII(1)/06-173/2005,2006-10-11,appointment Asst.Section officers,P.C.Sharma(Secretary),2006-11-25,476
3821/XX(4)-17/2006,2006-10-06,Uttaranchal (The United provinces fire service (Recruitment and conditions of Service Rule 1945- Amemdment Rules 2006.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-25,473
"5059, 5060 5061,5062 /30-1-200618(15)/2002",2006-09-28,Promotion to the post of Deputy Collector,Nrip Singh Napalchiyal(PRINCIPAL SECRETARY),2006-11-25,470
4587/II-06-01(46)/2005,2006-09-22,Retirement of 60 year complete,N.Ravi Shankar(PRINCIPAL SECRETARY),2006-11-25,470
3821/XX(4)-17/2006,2006-10-06,Uttaranchal (The United provinces fire service (Recruitment and conditions of Service Rule 1945- Amemdment Rules 2006.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-25,473
756/V.S.153/2001,2006-09-20,,Mahesh Chandra(Secretary),2006-11-25,476
3821/XX(4)-17/2006,2006-10-06,Uttaranchal (The United provinces fire service (Recruitment and conditions of Service Rule 1945- Amemdment Rules 2006.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-25,473
5332/X-1-2006-4(14)/2006,2006-10-10,Superniosions shri Lalit Kishore Tripathi,Om Prakash(Secretary),2006-11-25,477
3821/XX(4)-17/2006,2006-10-06,Uttaranchal (The United provinces fire service (Recruitment and conditions of Service Rule 1945- Amemdment Rules 2006.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-25,473
5332/X-1-2006-4(14)/2006,2006-10-10,Superniosions shri Lalit Kishore Tripathi,Om Prakash(Secretary),2006-11-25,477
5332/X-1-2006-4(14)/2006,2006-10-10,Superniosions shri Lalit Kishore Tripathi,Om Prakash(Secretary),2006-11-25,477
"5059, 5060 5061,5062 /30-1-200618(15)/2002",2006-09-28,Promotion to the post of Deputy Collector,Nrip Singh Napalchiyal(PRINCIPAL SECRETARY),2006-11-25,470
756/V.S.153/2001,2006-09-20,,Mahesh Chandra(Secretary),2006-11-25,476
543/XXXVI(1)/06,2006-10-06,"One Year Extention to shri Anant Kumar Jain, (Official Receiver) one year",Smt Indira Ashish(Secretary),2006-11-25,477
3821/XX(4)-17/2006,2006-10-06,Uttaranchal (The United provinces fire service (Recruitment and conditions of Service Rule 1945- Amemdment Rules 2006.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-25,473
5332/X-1-2006-4(14)/2006,2006-10-10,Superniosions shri Lalit Kishore Tripathi,Om Prakash(Secretary),2006-11-25,477
3821/XX(4)-17/2006,2006-10-06,Uttaranchal (The United provinces fire service (Recruitment and conditions of Service Rule 1945- Amemdment Rules 2006.,Vibha Puri Das(PRINCIPAL SECRETARY),2006-11-25,473
543/XXXVI(1)/06,2006-10-06,"One Year Extention to shri Anant Kumar Jain, (Official Receiver) one year",Smt Indira Ashish(Secretary),2006-11-25,477
756/V.S.153/2001,2006-09-20,,Mahesh Chandra(Secretary),2006-11-25,476
1957/p.a.s.,2006-10-11,,B.B.L.Mittal(Director),2006-12-02,159
5559/30-1-6-31(3)/2006,2006-11-10,Name change After Marriage - Preetu Rani to Smt.Preetu Sharma,D.K.Kotiya(Secretary),2006-12-02,483
